Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
54   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
55   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
4   5.5796671E-02   1.6442825E-01   5.5796671E-02   1.5540369E-01   5.5796671E-02   2.5471410E-01   5.5796671E-02   1.3258162E-01   1.3258162E-01   5.5796671E-02   1.3258162E-01   5.5796671E-02   1.5540369E-01   9.5170900E-02   1.0000000E+10   2.5471410E-01   1.3917522E-01   5.5796671E-02   9.5170900E-02   5.5796671E-02   1.3912327E-01   5.5796671E-02   2.5471410E-01   1.6442825E-01   5.5796671E-02   1.6442825E-01   1.3912327E-01   5.5796671E-02   5.5796671E-02   1.5540369E-01   2.4391624E-01   1.3912327E-01   9.5170900E-02   1.3912327E-01   1.0000000E+10   6.5623840E-02   1.5540369E-01   1.3917522E-01   1.3917522E-01   1.3917522E-01  
56   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
57   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
9   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.4000853E-01   1.4215599E-01   1.5677020E-01   1.4215599E-01   1.3631111E-01   1.3631111E-01   1.3853296E-01   1.3631111E-01   1.4000853E-01   1.4000853E-01   1.3853296E-01   1.3631111E-01   1.5677020E-01   1.4215599E-01   1.4759769E-01   1.3631111E-01   1.5573317E-01   1.4000853E-01   1.3631111E-01   1.5338339E-01   1.6055929E-01   1.6055929E-01   1.4759769E-01   1.3631111E-01   1.3804699E-01   1.4759769E-01   1.3631111E-01   1.4000853E-01   1.5701479E-01   1.4215599E-01   1.6055929E-01   1.2551618E-01   1.3631111E-01   1.4215599E-01   1.3853296E-01   1.2551618E-01   1.4215599E-01  
58   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
59   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
60   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
3   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   5.7784151E-02   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   5.7784151E-02   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10  
61   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
10   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.4000853E-01   1.4215599E-01   1.5309433E-01   1.4149277E-01   1.3173973E-01   1.3173973E-01   1.3853296E-01   1.3631111E-01   1.4000853E-01   1.4000853E-01   1.3853296E-01   1.3631111E-01   1.3853296E-01   1.4215599E-01   1.4759769E-01   1.3631111E-01   1.5573317E-01   1.4000853E-01   1.3173973E-01   1.5338339E-01   1.6055929E-01   1.6055929E-01   1.4759769E-01   1.3173973E-01   1.2888625E-01   1.4759769E-01   1.3173973E-01   1.4000853E-01   1.5701479E-01   1.4149277E-01   1.6055929E-01   1.2551618E-01   1.3631111E-01   1.4215599E-01   1.3853296E-01   1.2551618E-01   1.4215599E-01  
62   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
63   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
11   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.4000853E-01   1.4215599E-01   1.4548460E-01   1.2551618E-01   1.3173973E-01   1.3173973E-01   1.3853296E-01   1.3631111E-01   1.4000853E-01   1.4000853E-01   1.3853296E-01   1.2551618E-01   1.3853296E-01   1.3772784E-01   1.4167257E-01   1.2551618E-01   1.4127330E-01   1.4000853E-01   1.3173973E-01   1.5338339E-01   1.6055929E-01   1.3853296E-01   1.4548460E-01   1.3173973E-01   1.2888625E-01   1.2551618E-01   1.3173973E-01   1.4000853E-01   1.5309433E-01   1.4127330E-01   1.5309433E-01   1.2551618E-01   1.3631111E-01   1.3173973E-01   1.3853296E-01   1.2551618E-01   1.4000853E-01  
64   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
5   5.5796671E-02   1.6216146E-01   5.5796671E-02   9.5170900E-02   5.5796671E-02   1.3917522E-01   5.5796671E-02   1.3258162E-01   5.5796671E-02   5.5796671E-02   1.3258162E-01   5.5796671E-02   1.3887086E-01   9.5170900E-02   1.0000000E+10   1.6442825E-01   1.3917522E-01   5.5796671E-02   9.5170900E-02   5.5796671E-02   1.3912327E-01   5.5796671E-02   9.5170900E-02   9.5170900E-02   5.5796671E-02   1.6442825E-01   1.3912327E-01   5.5796671E-02   5.5796671E-02   6.5623840E-02   1.3917522E-01   1.3912327E-01   9.5170900E-02   1.3912327E-01   1.6442825E-01   6.5623840E-02   1.5540369E-01   1.3917522E-01   5.5796671E-02   1.3917522E-01  
65   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
66   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
67   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
12   1.2551618E-01   1.5223083E-01   1.2551618E-01   1.4000853E-01   1.2888625E-01   1.2877846E-01   1.2551618E-01   1.3173973E-01   1.2877846E-01   1.2888625E-01   1.3631111E-01   1.4000853E-01   1.3631111E-01   1.3853296E-01   1.2551618E-01   1.3853296E-01   1.3772784E-01   1.4167257E-01   1.2551618E-01   1.4127330E-01   1.4000853E-01   1.2551618E-01   1.3996392E-01   1.5338339E-01   1.3853296E-01   1.4548460E-01   1.3173973E-01   1.2551618E-01   1.2551618E-01   1.2551618E-01   1.4000853E-01   1.2877846E-01   1.4127330E-01   1.2877846E-01   1.2551618E-01   1.3631111E-01   1.3173973E-01   1.3853296E-01   1.2551618E-01   1.4000853E-01  
68   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
69   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
13   1.2551618E-01   1.3408619E-01   1.2551618E-01   1.4000853E-01   1.2864514E-01   1.2877846E-01   1.2551618E-01   1.3173973E-01   1.2877846E-01   1.2888625E-01   1.3173973E-01   1.2551618E-01   1.3137017E-01   1.3853296E-01   1.2551618E-01   1.3853296E-01   1.3772784E-01   1.3631111E-01   1.2551618E-01   1.4127330E-01   1.2864514E-01   1.2551618E-01   1.3996392E-01   1.5338339E-01   1.2864514E-01   1.4548460E-01   1.2551618E-01   1.2551618E-01   1.2551618E-01   1.2551618E-01   1.4000853E-01   1.2551618E-01   1.4127330E-01   1.2551618E-01   1.2551618E-01   1.2551618E-01   1.3173973E-01   1.3853296E-01   1.2551618E-01   1.2864514E-01  
